0,11.2886197855328,43.8521361355986
0.001,11.466872701316,43.6975112044258
0.002,11.6451256170992,43.542886273253
0.003,11.8233785328825,43.3882613420802
0.004,12.0016314486657,43.2336364109074
0.005,12.1976155975283,43.1135066510347
0.006,12.3935997463913,42.9933768911627
0.007,12.5895838952543,42.8732471312907
0.008,12.7855680441173,42.7531173714187
0.009,12.9114640868971,42.4631951821871
0.01,13.0373601296743,42.173272992949
0.011,13.1632561724514,41.8833508037109
0.012,13.2891522152286,41.5934286144728
0.013,13.3534758488848,41.735148876919
0.014,13.4177994825376,41.8768691393898
0.015,13.4821231161903,42.0185894018607
0.016,13.5464467498411,42.1603096643228
0.017,13.5597343151442,42.0665388912205
0.018,13.5730218804473,41.9727681181182
0.019,13.5863094457504,41.8789973450159
0.02,13.5995970110531,41.7852265719155
0.021,13.5924914468021,41.7981077596559
0.022,13.585385882551,41.8109889473962
0.023,13.5782803183,41.8238701351365
0.024,13.571174754049,41.8367513228768
0.025,13.5091345313014,41.8287398287662
0.026,13.4470943085538,41.8207283346555
0.027,13.3850540858061,41.8127168405449
0.028,13.3230138630584,41.8047053464343
0.029,7.11521025460248,43.269059051959
0.03,0.907406646023647,44.7334127575132
0.031,-5.30039696255521,46.1977664630674
0.032,-11.5082005711341,47.6621201686215
0.033,-13.8519586098237,48.0956522849804
0.034,-16.1957166483623,48.529184401299
0.035,-18.5394746869008,48.9627165176175
0.036,-20.8832327254394,49.3962486339361
0.037,-20.9456277519824,49.3209719257956
0.038,-21.0080227783927,49.2456952176256
0.039,-21.0704178048029,49.1704185094555
0.04,-21.1328128312131,49.0951418012856
0.041,-21.1939751503194,49.0229563393363
0.042,-21.2551374694256,48.9507708773869
0.043,-21.3162997885319,48.8785854154376
0.044,-21.3774621076382,48.8063999534881
0.045,-21.4379749874809,48.7279405773196
0.046,-21.4984878673237,48.6494812011511
0.047,-21.5590007471664,48.5710218249826
0.048,-21.6195136270092,48.492562448814
0.049,-21.6839014154651,48.4379573155268
0.05,-21.748289203921,48.3833521822397
0.051,-21.8126769923769,48.3287470489525
0.052,-21.8770647808328,48.2741419156653
0.053,-21.9551713849333,48.228771817662
0.054,-22.0332779890341,48.1834017196588
0.055,-22.1113845931349,48.1380316216557
0.056,-22.1894911972357,48.0926615236525
0.057,-22.284335907043,48.0646286167473
0.058,-22.3791806168511,48.0365957098428
0.059,-22.4740253266591,48.0085628029383
0.06,-22.5688700364671,47.9805298960338
0.061,-22.6863247907601,47.9654801539874
0.062,-22.8037795450544,47.9504304119418
0.063,-22.9212342993487,47.9353806698962
0.064,-23.038689053644,47.9203309278511
